AppDocID	ApplNo	SeqNo	DocType	DocTitle	DocURL	DocDate	ActionType	DuplicateCounter
2972	075076	000	Review		http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/75073_Nitroglycerin.pdf	1999-11-12 00:00:00	AP	0
2973	018705	012	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/18705scp012ltr.pdf	2002-11-05 00:00:00	AP	0
2974	021134	000	Review		http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/21134_Nitrostat.cfm	2000-05-01 00:00:00	AP	0
2975	019918	009	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/19918s9ltr.pdf	2002-01-17 00:00:00	AP	0
2976	017970	050	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/21109and17970slr050ltr.pdf	2002-08-30 00:00:00	AP	0
2977	017970	050	Label		"http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/21109lbl,17970s50lbl.pdf"	2002-08-30 00:00:00	AP	0
2978	017970	049	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/17970s037ltr.pdf	2002-05-16 00:00:00	AP	0
2979	017970	049	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/17970s37s44s49lbl.pdf	2002-05-16 00:00:00	AP	0
2980	017970	046	Review		http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/17-970S046_Nolvadex.cfm	2000-06-29 00:00:00	AP	0
2981	021470	000	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/021470lbl.pdf	2002-12-24 00:00:00	AP	0
2982	021307	000	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/21-307_Lotrimin_Approv.pdf	2001-12-07 00:00:00	AP	0
2983	021307	000	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2001/21307lbl.pdf	2001-12-07 00:00:00	AP	0
2984	021307	000	Review		http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/21-307_Lotrimin.cfm	2002-03-26 00:00:00	AP	0
2985	021107	005	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/21107s5ltr.pdf	2002-06-07 00:00:00	AP	0
2986	021107	005	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/21107s5lbl.pdf	2002-06-07 00:00:00	AP	0
2987	020364	008	Review		http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/20-364S008_Lotrel.cfm	2001-08-21 00:00:00	AP	0
2988	020364	016	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/20364s016LTR.pdf	2002-06-20 00:00:00	AP	0
2989	020364	016	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/020364-S016_Lotrel_lbl.pdf	2002-06-20 00:00:00	AP	0
2990	020364	016	Review		http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/020364-s016_Lotrel.cfm	2002-11-22 00:00:00	AP	0
2991	020583	000	Review		http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/20583_Lotemax.cfm	2002-04-09 00:00:00	AP	0
2992	075025	000	Review		http://www.accessdata.fda.gov/drugsatfda_docs/anda/98/75025_Lorazepam.pdf	2002-09-25 00:00:00	AP	0
2993	075974	000	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/74974ltr.pdf	1998-07-23 00:00:00	AP	0
2994	075974	000	Review		http://www.accessdata.fda.gov/drugsatfda_docs/anda/98/74-974_Lorazepam.cfm	2002-01-10 00:00:00	AP	0
2995	075951	000	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/75951ltr.pdf	2001-05-25 00:00:00	AP	0
2996	013416	021	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/13416spd021ltr.pdf	2002-11-25 00:00:00	AP	0
2997	013416	021	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/13416spd021_norgesic_lbl.pdf	2002-11-25 00:00:00	AP	0
2998	020088	016	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/20088s16ltr.pdf	2002-01-15 00:00:00	AP	0
2999	019787	032	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/19787s032ltr.pdf	2002-05-28 00:00:00	AP	0
3000	019787	022	Review		http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/19787s022_Norvasc.pdf	1999-12-15 00:00:00	AP	0
3001	019787	021	Review		http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/19787s021_norvasc.pdf	2000-02-01 00:00:00	AP	0
3002	019787	018	Review		http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/19787-s018_Norvasc.pdf	1999-06-04 00:00:00	AP	0
3003	019787	017	Review		http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/19787-s017_norvase.pdf	2000-07-12 00:00:00	AP	0
3004	019787	020	Review		http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/19787-s017_norvase.pdf	2000-07-12 00:00:00	AP	0
3005	020659	027	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/20659s27ltr.pdf	2002-03-14 00:00:00	AP	0
3006	020659	027	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/20659S27lbl.pdf	2002-03-14 00:00:00	AP	0
3007	020945	008	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/20659s27ltr.pdf	2002-03-14 00:00:00	AP	0
3008	020945	008	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/20659S27lbl.pdf	2002-03-14 00:00:00	AP	0
3009	020945	007	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/20659s26ltr.pdf	2001-03-06 00:00:00	AP	0
3010	019297	024	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/19297s24ltr.pdf	2002-02-20 00:00:00	AP	0
3011	019297	021	Review		http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/19297-S021_Novantrone.pdf	2000-02-04 00:00:00	AP	0
3012	019938	033	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/19938s33ltr.pdf	2002-04-15 00:00:00	AP	0
3013	019938	033	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/19938s33lbl.pdf	2002-04-15 00:00:00	AP	0
3014	019959	035	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/19938s33ltr.pdf	2002-04-15 00:00:00	AP	0
3015	019959	035	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/19938s33lbl.pdf	2002-04-15 00:00:00	AP	0
3016	019991	036	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/19938s33ltr.pdf	2002-04-15 00:00:00	AP	0
3017	019991	036	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/19938s33lbl.pdf	2002-04-15 00:00:00	AP	0
3018	019991	035	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/19959s34ltr.pdf	2002-04-11 00:00:00	AP	0
3019	019991	035	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/19938s32lbl.pdf	2002-04-11 00:00:00	AP	0
3020	019959	034	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/19959s34ltr.pdf	2002-04-11 00:00:00	AP	0
3021	019959	034	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/19938s32lbl.pdf	2002-04-11 00:00:00	AP	0
3022	019938	032	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/19959s34ltr.pdf	2002-04-11 00:00:00	AP	0
3023	019938	032	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/19938s32lbl.pdf	2002-04-11 00:00:00	AP	0
3024	019938	030	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/19938s30ltr.pdf	2002-03-11 00:00:00	AP	0
3025	019938	030	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/19-938S30lbl.pdf	2002-03-11 00:00:00	AP	0
3026	019959	031	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/19938s30ltr.pdf	2002-03-11 00:00:00	AP	0
3027	019959	031	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/19-938S30lbl.pdf	2002-03-11 00:00:00	AP	0
3028	019991	032	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/19938s30ltr.pdf	2002-03-11 00:00:00	AP	0
3029	019991	032	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/19-938S30lbl.pdf	2002-03-11 00:00:00	AP	0
3030	021172	009	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/21172scp009ltr.pdf	2002-11-18 00:00:00	AP	0
3031	021172	009	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/21172scp009_novolog_lbl.pdf	2002-11-18 00:00:00	AP	0
3032	021172	003	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/21172s003ltr.pdf	2002-06-26 00:00:00	AP	0
3033	021172	003	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/21172s3lbl.pdf	2002-06-26 00:00:00	AP	0
3034	021172	001	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/21172S001ltr.pdf	2002-05-03 00:00:00	AP	0
3035	021172	001	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/21172s1lbl.pdf	2002-05-03 00:00:00	AP	0
3036	021172	000	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/21172_Novolog_Approv.pdf	2001-11-01 00:00:00	AP	0
3037	021172	000	Label		http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/21172_Novolog_prntlbl.pdf	2001-11-01 00:00:00	AP	0
3038	021172	000	Review		http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/21172_Novolog.cfm	2001-11-01 00:00:00	AP	0
3039	020986	011	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/20986se8-011ltr.pdf	2002-12-04 00:00:00	AP	0
3040	020986	011	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/20986SE8-011_novolog_lbl.pdf	2002-12-04 00:00:00	AP	0
3041	020986	004	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/20986s4ltr.pdf	2002-04-11 00:00:00	AP	0
3042	020986	004	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/20986s4lbl.pdf	2002-04-11 00:00:00	AP	0
3043	020986	003	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/20-986SE3003_NovoLog_Approv.pdf	2001-12-21 00:00:00	AP	0
3044	020986	003	Label		http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/20-986SE3003_NovoLog_prntlbl.pdf	2001-12-21 00:00:00	AP	0
3045	020986	003	Review		http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/20-986se3003_Novolog.cfm	2001-12-21 00:00:00	AP	0
3046	020986	002	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/20986s2ltr.pdf	2002-04-11 00:00:00	AP	0
3047	020986	002	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/20986s2lbl.pdf	2002-04-11 00:00:00	AP	0
3048	020986	000	Review		http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/20-986_NovoLog.cfm	2000-06-07 00:00:00	AP	0
3049	021292	000	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/21292ltr.pdf	2002-05-31 00:00:00	AP	0
3050	021292	000	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/21292lbl.pdf	2002-05-31 00:00:00	AP	0
3051	020522	017	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/20522s017.pdf	2002-04-22 00:00:00	AP	0
3052	020522	017	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/20522s17lbl.pdf	2002-04-22 00:00:00	AP	0
3053	020522	009	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1999/20522S9LTR.PDF	1999-12-01 00:00:00	AP	0
3054	021187	000	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/21187ltr.pdf	2001-10-03 00:00:00	AP	0
3055	021187	000	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2001/21187lbl.pdf	2001-10-03 00:00:00	AP	0
3056	021187	000	Review		http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/21-187_NuvaRing.cfm	2001-10-03 00:00:00	AP	0
3057	021007	006	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/N21-007SE7006_Agenerase_Approv.pdf	2001-05-11 00:00:00	AP	0
3058	021007	006	Label		http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/N21-007SE7006_Agenerase_Prntlbl.pdf	2001-05-11 00:00:00	AP	0
3059	021039	006	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/N21-007SE7006_Agenerase_Approv.pdf	2001-05-11 00:00:00	AP	0
3060	021039	006	Label		http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/N21-007SE7006_Agenerase_Prntlbl.pdf	2001-05-11 00:00:00	AP	0
3061	020913	010	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/20913s010ltr.pdf	2002-05-17 00:00:00	AP	0
3062	020913	008	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/20913slr008and20912slr009ltr.pdf	2002-07-24 00:00:00	AP	0
3063	020912	009	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/20913slr008and20912slr009ltr.pdf	2002-07-24 00:00:00	AP	0
3064	020913	007	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/20-913S007_Aggrastat.pdf	2001-09-25 00:00:00	AP	0
3065	020912	008	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/20-913S007_Aggrastat.pdf	2001-09-25 00:00:00	AP	0
3066	021127	000	Review		http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/21127_Optivar.cfm	2002-05-22 00:00:00	AP	0
3067	019977	007	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/19977s4s7ltr.pdf	2002-02-14 00:00:00	AP	0
3068	075117	000	Review		http://www.accessdata.fda.gov/drugsatfda_docs/anda/2000/75-117_Orapred.cfm	2000-12-14 00:00:00	AP	0
3069	021232	000	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/21232ltr.pdf	2002-01-18 00:00:00	AP	0
3070	021232	000	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/21232lbl.pdf	2002-01-18 00:00:00	AP	0
3071	021232	000	Review		http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-232_Orfadin.cfm	2002-01-18 00:00:00	AP	0
3072	020430	003	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/20430s3ltr.pdf	2001-07-13 00:00:00	AP	0
3073	020430	003	Review		http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/20-430S003_Orgaran.cfm	2001-07-13 00:00:00	AP	0
3074	021180	000	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/021-180_Ortho%20EVRA_Approv.pdf	2001-11-20 00:00:00	AP	0
3075	021180	000	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2001/21180lbl.pdf	2001-11-20 00:00:00	AP	0
3076	021180	000	Review		http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/021-180_ORTHO.cfm	2001-11-20 00:00:00	AP	0
3077	021241	000	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/21241ltr.pdf	2002-08-22 00:00:00	AP	0
3078	021241	000	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/21241lbl.pdf	2002-08-22 00:00:00	AP	0
3079	020635	003	Review		http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/020634s04.cfm	1999-07-02 00:00:00	AP	0
3080	020634	025	Letter		"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/20634se1-025,20635se1-022ltr.pdf"	2002-10-30 00:00:00	AP	0
3081	020635	022	Letter		"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/20634se1-025,20635se1-022ltr.pdf"	2002-10-30 00:00:00	AP	0
3082	021440	000	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/21323se8-001and21440ltr.pdf	2002-08-29 00:00:00	AP	0
3083	021392	000	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/021392lbl.pdf	2003-02-06 00:00:00	AP	0
3084	050655	012	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/50665slr012ltr.pdf	2002-08-23 00:00:00	AP	0
3085	018613	009	Review		http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/18613s009s010_ovide.pdf	1999-04-30 00:00:00	AP	0
3086	018613	010	Review		http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/18613s009s010_ovide.pdf	1999-04-30 00:00:00	AP	0
3087	016806	028	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/16672S46LTR.PDF	2001-03-23 00:00:00	AP	0
3088	050640	006	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/50640slr006ltr.pdf	2002-08-23 00:00:00	AP	0
3089	013718	020	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/13718s20s21ltr.pdf	2001-11-05 00:00:00	AP	0
3090	013718	021	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/13718s20s21ltr.pdf	2001-11-05 00:00:00	AP	0
3091	075851	000	Review		http://www.accessdata.fda.gov/drugsatfda_docs/anda/2001/75-851_Oxaprozin.pdf	2001-08-17 00:00:00	AP	0
3092	075850	000	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/75850ltr.pdf	2001-04-27 00:00:00	AP	0
3093	020316	016	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/20316slr016ltr.pdf	2002-01-06 00:00:00	AP	0
3094	040371	000	Review		http://www.accessdata.fda.gov/drugsatfda_docs/anda/2000/40-371_Oxycodone%20And%20Acetaminophe.pdf	2000-12-29 00:00:00	AP	0
3095	040341	000	Review		http://www.accessdata.fda.gov/drugsatfda_docs/anda/99/40-341_Oxycodone%20And%20Acetaminophen.pdf	1999-07-26 00:00:00	AP	0
3096	040330	000	Review		http://www.accessdata.fda.gov/drugsatfda_docs/anda/99/40-330_Oxycodone%20and%20Acetaminophen.pdf	1999-06-25 00:00:00	AP	0
3097	040203	000	Review		http://www.accessdata.fda.gov/drugsatfda_docs/anda/99/40203_Oxycodone%20and%20Acetaminophen.pdf	1999-03-15 00:00:00	AP	0
3098	020553	024	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/20553s24lbl.pdf	2002-01-15 00:00:00	AP	0
3099	020553	022	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2001/20553s22lbl.pdf	2001-07-25 00:00:00	AP	0
3100	020903	008	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/20903s8s11s12s16ltr.pdf	2001-07-26 00:00:00	AP	0
3101	020903	008	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2001/20903s8s11s12s16lbl.pdf	2001-07-26 00:00:00	AP	0
3102	020903	011	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2001/20903s8s11s12s16lbl.pdf	2001-07-26 00:00:00	AP	0
3103	020903	011	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/20903s8s11s12s16ltr.pdf	2001-07-26 00:00:00	AP	0
3104	020903	012	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2001/20903s8s11s12s16lbl.pdf	2001-07-26 00:00:00	AP	0
3105	020903	012	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/20903s8s11s12s16ltr.pdf	2001-07-26 00:00:00	AP	0
3106	020903	016	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/20903s8s11s12s16ltr.pdf	2001-07-26 00:00:00	AP	0
3107	020903	016	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2001/20903s8s11s12s16lbl.pdf	2001-07-26 00:00:00	AP	0
3108	075135	003	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1999/75135s003ltr.pdf	1999-09-24 00:00:00	AP	0
3109	021113	000	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/21113ltr.pdf	2002-03-04 00:00:00	AP	0
3110	021113	000	Label		http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-113_Pamidronate.htm	2002-03-04 00:00:00	AP	0
3111	021113	000	Review		http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-113_Pamidronate.cfm	2002-03-04 00:00:00	AP	0
3112	075290	000	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/75290ltr.pdf	2001-04-30 00:00:00	AP	0
3113	075290	000	Review		http://www.accessdata.fda.gov/drugsatfda_docs/anda/2001/75-290_Pamidronate.cfm	2001-04-30 00:00:00	AP	0
3114	011529	048	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/11529s048ltr.pdf	2002-06-28 00:00:00	AP	0
3115	019880	011	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/19880s11ltr.pdf	2002-02-14 00:00:00	AP	0
3116	020936	008	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/20982ltr.pdf	2002-02-12 00:00:00	AP	0
3117	020936	008	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/20982lbl.pdf	2002-02-12 00:00:00	AP	0
3118	020936	008	Review		http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/20-936s008_Paroxetine_PaxilCR.cfm	2002-02-12 00:00:00	AP	0
3119	020936	000	Review		http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/20-936_Paxil.cfm	1999-02-16 00:00:00	AP	0
3120	020031	035	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/20031se8-035ltr.pdf	2002-10-02 00:00:00	AP	0
3121	020031	029	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/20031s29ltr.pdf	2001-12-14 00:00:00	AP	0
3122	020031	029	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2001/20031s29lbl.pdf	2001-12-14 00:00:00	AP	0
3123	017854	041	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/17854s41ltr.pdf	2002-11-25 00:00:00	AP	0
3124	017862	048	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/17854s41ltr.pdf	2002-11-25 00:00:00	AP	0
3125	018821	020	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/17854s41ltr.pdf	2002-11-25 00:00:00	AP	0
3126	017854	039	Review		http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/18821-S018_Reglan.pdf	2001-06-18 00:00:00	AP	0
3127	017862	042	Review		http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/18821-S018_Reglan.pdf	2001-06-18 00:00:00	AP	0
3128	018821	018	Review		http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/18821-S018_Reglan.pdf	2001-06-18 00:00:00	AP	0
3129	021016	000	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/21016ltr.pdf	2003-01-29 00:00:00	AP	0
3130	020415	015	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/20415slr015ltr.pdf	2002-10-02 00:00:00	AP	0
3131	020415	009	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/20415s9ltr.pdf	2002-04-16 00:00:00	AP	0
3132	021169	003	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/21169s003.pdf	2002-05-02 00:00:00	AP	0
3133	021224	003	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/21169s003.pdf	2002-05-02 00:00:00	AP	0
3134	019616	004	Letter		"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/19616SLR004,005,006ltr.pdf"	2002-08-21 00:00:00	AP	0
3135	019616	005	Letter		"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/19616SLR004,005,006ltr.pdf"	2002-08-21 00:00:00	AP	0
3136	019616	006	Letter		"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/19616SLR004,005,006ltr.pdf"	2002-08-21 00:00:00	AP	0
3137	050638	007	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/50638slr007ltr.pdf	2002-08-23 00:00:00	AP	0
3138	021022	000	Review		http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/21-022_Penlac.cfm	1999-12-17 00:00:00	AP	0
3139	021022	000	Patient Package Insert		http://www.accessdata.fda.gov/drugsatfda_docs/label/1999/21022LBLB.PDF	1999-12-17 00:00:00	AP	0
3140	020049	006	Review		http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/20046S006_Pentasa.cfm	1999-09-10 00:00:00	AP	0
3141	075523	000	Review		http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/75523_Pentazocine_Naloxone.pdf	2000-03-17 00:00:00	AP	0
3142	075028	000	Review		http://www.accessdata.fda.gov/drugsatfda_docs/anda/98/75028_Pentoxifyline.pdf	1998-07-20 00:00:00	AP	0
3143	020807	000	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/20807_Refludan_Approv.pdf	1998-03-06 00:00:00	AP	0
3144	021208	000	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/21-208_Remeron_Approv.pdf	2001-01-12 00:00:00	AP	0
3145	021208	000	Label		http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/21-208_Remeron_prntlbl.pdf	2001-01-12 00:00:00	AP	0
3146	021208	000	Review		http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/021208_remeron.cfm	2002-04-29 00:00:00	AP	0
3147	021224	000	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/21224ltr.pdf	2001-06-22 00:00:00	AP	0
3148	021224	000	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2001/21224lbl.pdf	2001-06-22 00:00:00	AP	0
3149	021224	000	Review		http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/21-224_Reminyl.cfm	2002-03-05 00:00:00	AP	0
3150	021169	000	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/21169ltr.pdf	2001-02-28 00:00:00	AP	0
3151	021169	000	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2001/21169lbl.pdf	2001-02-28 00:00:00	AP	0
3152	021169	000	Review		http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/21-169_Reminyl.cfm	2001-12-18 00:00:00	AP	0
3153	021272	000	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/21272ini.pdf	2002-05-21 00:00:00	AP	0
3154	021272	000	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/21272lbl.pdf	2002-05-21 00:00:00	AP	0
3155	021272	000	Review		http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-272_Remodulin.cfm	2002-07-31 00:00:00	AP	0
3156	017493	065	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/17493slr065ltr.pdf	2003-01-03 00:00:00	AP	0
3157	010040	168	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/10040slr168ltr.pdf	2002-10-23 00:00:00	AP	0
