ApplNo	ApplType	SponsorApplicant	MostRecentLabelAvailableFlag	CurrentPatentFlag	ActionType	Chemical_Type	Ther_Potential	Orphan_Code
060610	N	PHARMACIA AND UPJOHN	False	False	AP			
060611	N	PHARMACIA AND UPJOHN	False	False	AP			
060612	N	PHARMACIA AND UPJOHN	False	False	AP			
060613	N	MONARCH PHARMS	False	False	AP			
060618	N	J AND J	False	False	AP			
060624	N	WYETH AYERST	False	False	AP			
060625	N	WYETH AYERST	False	False	AP			
060626	N	WYETH AYERST	False	False	AP			
060633	N	ALPHARMA US PHARMS	False	False	AP			
060634	N	PUREPAC PHARM	False	False	AP			
060641	N	MEDPOINTE PHARM HLC	False	False	AP			
060645	N	PHARMACIA AND UPJOHN	False	False	AP			
060647	N	DOW PHARM	False	False	AP			
060657	N	PFIZER	False	False	AP			
060666	N	GLAXOSMITHKLINE	False	False	AP			
060677	N	GLAXOSMITHKLINE	False	False	AP			
060684	N	COPANOS	False	False	AP			
060687	N	LILLY	False	False	AP			
060700	N	MEDIMETRIKS PHARMS	False	False	AP			
060704	N	IVAX SUB TEVA PHARMS	False	False	AP			
060707	N	MONARCH PHARMS	False	False	AP			
060711	N	TEVA	False	False	AP			
060716	N	BEDFORD	False	False	AP			
060730	N	WATSON LABS	False	False	AP			
060731	N	ALTANA	False	False	AP			
060733	N	PHARMACIA AND UPJOHN	False	False	AP			
060734	N	PHARMACIA AND UPJOHN	False	False	AP			
060736	N	MUTUAL PHARM	False	False	AP			
060751	N	PHARMACIA AND UPJOHN	False	False	AP			
060752	N	MYLAN	False	False	AP			
060760	N	IMPAX LABS	False	False	AP			
060764	N	FERA PHARMS	False	False	AP			
060765	N	IVAX SUB TEVA PHARMS	False	False	AP			
060768	N	WEST WARD	False	False	AP			
060770	N	WEST WARD	False	False	AP			
060781	N	MYLAN	False	False	AP			
060783	N	MYLAN	False	False	AP			
060800	N	CONSOLIDATED PHARM	False	False	AP			
060806	N	CONSOLIDATED PHARM	False	False	AP			
060851	N	ARMENPHARM	False	False	AP			
060869	N	PROTER	False	False	AP			
060908	N	WYETH AYERST	False	False	AP			
061009	N	PFIZER	False	False	AP			
061015	N	PFIZER	False	False	AP			
061016	N	PFIZER	False	False	AP			
061037	N	PHARMACIA AND UPJOHN	False	False	AP			
061039	N	PHARMACIA AND UPJOHN	False	False	AP			
061046	N	PHARMACIA AND UPJOHN	False	False	AP			
061048	N	PHARMACIA AND UPJOHN	False	False	AP			
061049	N	PHARMACIA AND UPJOHN	False	False	AP			
061051	N	COPANOS	False	False	AP			
061086	N	PFIZER	False	False	AP			
061147	N	PAR PHARM	False	False	AP			
061148	N	HEATHER	False	False	AP			
061149	N	APOTHECON	False	False	AP			
061150	N	BRISTOL	False	False	AP			
061151	N	LEDERLE	False	False	AP			
061164	N	APOTHECON	False	False	AP			
061187	N	ALLERGAN	False	False	AP			
061188	N	ALLERGAN	False	False	AP			
061206	N	APOTHECON	False	False	AP			
061212	N	FERA PHARMS	False	False	AP			
061214	N	ROXANE	False	False	AP			
061220	N	PARKEDALE	False	False	AP			
061229	N	MONARCH PHARMS	False	False	AP			
061304	N	BRISTOL	False	False	AP			
061325	N	LEDERLE	False	False	AP			
061334	N	GLAXOSMITHKLINE	False	False	AP			
061336	N	GLAXOSMITHKLINE	False	False	AP			
061370	N	TEVA	False	False	AP			
061387	N	VITARINE	False	False	AP			
061392	N	BRISTOL MYERS SQUIBB	False	False	AP			
061394	N	APOTHECON	False	False	AP			
061395	N	SANDOZ	False	False	AP			
061396	N	BRISTOL	False	False	AP			
061398	N	BRISTOL	False	False	AP			
061410	N	APOTHECON	False	False	AP			
061411	N	APOTHECON	False	False	AP			
061443	N	SOLVAY	False	False	AP			
061444	N	LEDERLE	False	False	AP			
061445	N	LEDERLE	False	False	AP			
061449	N	APOTHECON	False	False	AP			
061450	N	APOTHECON	False	False	AP			
061452	N	APOTHECON	False	False	AP			
061453	N	APOTHECON	False	False	AP			
061454	N	SANDOZ	False	False	AP			
061455	N	APOTHECON	False	False	AP			
061457	N	APOTHECON	False	False	AP			
061461	N	IVAX SUB TEVA PHARMS	False	False	AP			
061468	N	IVAX SUB TEVA PHARMS	False	False	AP			
061471	N	SANDOZ	False	False	AP			
061490	N	SANDOZ	False	False	AP			
061502	N	TEVA	False	False	AP			
061505	N	MYLAN	False	False	AP			
061528	N	AM ANTIBIOTICS	False	False	AP			
061529	N	AM ANTIBIOTICS	False	False	AP			
061530	N	MYLAN	False	False	AP			
061533	N	APOTHECON	False	False	AP			
061571	N	PUREPAC PHARM	False	False	AP			
061578	N	X GEN PHARMS	False	False	AP			
061579	N	X GEN PHARMS	False	False	AP			
061580	N	X GEN PHARMS	False	False	AP			
061586	N	SANDOZ	False	False	AP			
061588	N	PUREPAC PHARM	False	False	AP			
061591	N	BARR	False	False	AP			
061596	N	SANOFI AVENTIS US	False	False	AP			
061601	N	AM ANTIBIOTICS	False	False	AP			
061602	N	AM ANTIBIOTICS	False	False	AP			
061605	N	BRISTOL MYERS SQUIBB	False	False	AP			
061606	N	FOREST LABS	False	False	AP			
061613	N	SANOFI AVENTIS US	False	False	AP			
061621	N	ARBOR PHARMS INC	False	False	AP			
061624	N	MYLAN	False	False	AP			
061633	N	ROBINS AH	False	False	AP			
061639	N	ARBOR PHARMS INC	False	False	AP			
061645	N	ALCON	False	False	AP			
061648	N	ALCON	False	False	AP			
061651	N	PHARMACIA AND UPJOHN	False	False	AP			
061653	N	BRISTOL	False	False	AP			
061655	N	APOTHECON	False	False	AP			
061658	N	BRISTOL	False	False	AP			
061659	N	SOLVAY	False	False	AP			
061667	N	VIROPHARMA	False	False	AP			
061675	N	WYETH AYERST	False	False	AP			
061685	N	WYETH AYERST	False	False	AP			
061699	N	APOTHEKERNES	False	False	AP			
061705	N	PHARMACIA AND UPJOHN	False	False	AP			
061716	N	SCHERING	False	False	AP			
061717	N	WATSON LABS	False	False	AP			
061718	N	HOLLAND RANTOS	False	False	AP			
061720	N	RACHELLE	False	False	AP			
061725	N	WARNER CHILCOTT	False	False	AP			
061734	N	WYETH AYERST	False	False	AP			
061737	N	X GEN PHARMS	False	False	AP			
061739	N	SCHERING	False	False	AP			
061740	N	PUREPAC PHARM	False	False	AP			
061741	N	TEVA	False	False	AP			
061743	N	PUREPAC PHARM	False	False	AP			
061755	N	MYLAN	False	False	AP			
061758	N	PUREPAC PHARM	False	False	AP			
061763	N	APOTHECON	False	False	AP			
061764	N	APOTHECON	False	False	AP			
061769	N	APOTHECON	False	False	AP			
061773	N	ACS DOBFAR	False	False	AP			
061791	N	PFIZER	False	False	AP			
061802	N	ABBOTT	False	False	AP			
061806	N	GLAXOSMITHKLINE	False	False	AP			
061809	N	PHARMACIA AND UPJOHN	False	False	AP			
061810	N	BAYER PHARMS	False	False	AP			
061815	N	PFIZER	False	False	AP			
061816	N	SCHERING	False	False	AP			
061827	N	PHARMACIA AND UPJOHN	False	False	AP			
061829	N	MYLAN	False	False	AP			
061836	N	PFIZER	False	False	AP			
061837	N	WATSON LABS	False	False	AP			
061839	N	PHARMACIA AND UPJOHN	False	False	AP			
061841	N	PFIZER	False	False	AP			
061851	N	APOTHECON	False	False	AP			
061853	N	PUREPAC PHARM	False	False	AP			
061859	N	GLAXOSMITHKLINE	False	False	AP			
061866	N	GLAXOSMITHKLINE	False	False	AP			
061876	N	SANOFI AVENTIS US	False	False	AP			
061884	N	SANOFI AVENTIS US	False	False	AP			
061885	N	APOTHECON	False	False	AP			
061886	N	APOTHECON	False	False	AP			
061887	N	BRISTOL	False	False	AP			
061888	N	BRISTOL	False	False	AP			
061889	N	BRISTOL	False	False	AP			
061893	N	DISTA	False	False	AP			
061894	N	LILLY	False	False	AP			
061895	N	DISTA	False	False	AP			
061896	N	LILLY	False	False	AP			
061897	N	LILLY	False	False	AP			
061898	N	APOTHECON	False	False	AP			
061901	N	APOTHECON	False	False	AP			
061904	N	ARBOR PHARMS INC	False	False	AP			
061905	N	ARBOR PHARMS INC	False	False	AP			
061910	N	DISTA	False	False	AP			
061911	N	APOTHECON	False	False	AP			
061926	N	TEVA	False	False	AP			
061931	N	TEVA	False	False	AP			
061935	N	BRISTOL MYERS SQUIBB	False	False	AP			
061936	N	CONSOLIDATED PHARM	False	False	AP			
061953	N	RACHELLE	False	False	AP			
061954	N	TEVA	False	False	AP			
061965	N	SANDOZ	False	False	AP			
061966	N	TEVA	False	False	AP			
061969	N	IVAX SUB TEVA PHARMS	False	False	AP			
061976	N	APOTHECON	False	False	AP			
061980	N	PUREPAC PHARM	False	False	AP			
061984	N	APOTHECON	False	False	AP			
061996	N	ELORAC	False	False	AP			
061999	N	GLAXOSMITHKLINE	False	False	AP			
062001	N	PARKE DAVIS	False	False	AP			
062002	N	PARKE DAVIS	False	False	AP			
062003	N	PARKE DAVIS	False	False	AP			
062008	N	LILLY	False	False	AP			
062029	N	PARKE DAVIS	False	False	AP			
062030	N	PARKE DAVIS	False	False	AP			
062031	N	WATSON LABS FLORIDA	False	False	AP			
062032	N	PARKE DAVIS	False	False	AP			
062036	N	GLAXOSMITHKLINE	False	False	AP			
062041	N	PARKE DAVIS	False	False	AP			
062042	N	AKORN	False	False	AP			
062045	N	TEVA	False	False	AP			
062049	N	PFIZER	False	False	AP			
062050	N	PFIZER	False	False	AP			
062055	N	BARR	False	False	AP			
062058	N	AM ANTIBIOTICS	False	False	AP			
062059	N	AM ANTIBIOTICS	False	False	AP			
062065	N	SANDOZ	False	False	AP			
062067	N	MYLAN	False	False	AP			
062085	N	MAST MM	False	False	AP			
062087	N	WATSON LABS	False	False	AP			
062089	N	LEDERLE	False	False	AP			
062090	N	MYLAN	False	False	AP			
062098	N	APOTHECON	False	False	AP			
062099	N	APOTHECON	False	False	AP			
062103	N	WATSON LABS	False	False	AP			
062107	N	PARKE DAVIS	False	False	AP			
062117	N	FACTA FARMA	False	False	AP			
062118	N	FACTA FARMA	False	False	AP			
062119	N	HALSEY	False	False	AP			
062120	N	WYETH AYERST	False	False	AP			
062121	N	WATSON LABS	False	False	AP			
062123	N	WYETH AYERST	False	False	AP			
062124	N	ALTANA	False	False	AP			
062127	N	PARKE DAVIS	False	False	AP			
062129	N	ALTANA	False	False	AP			
062131	N	WYETH AYERST	False	False	AP			
062139	N	LEDERLE	False	False	AP			
062142	N	WATSON LABS	False	False	AP			
062149	N	APOTHECON	False	False	AP			
062150	N	APOTHECON	False	False	AP			
062151	N	APOTHECON	False	False	AP			
062152	N	APOTHECON	False	False	AP			
062153	N	APOTHECON	False	False	AP			
062154	N	APOTHECON	False	False	AP			
062155	N	APOTHECON	False	False	AP			
062156	N	APOTHECON	False	False	AP			
062157	N	APOTHECON	False	False	AP			
062158	N	PHARMADERM	False	False	AP			
062162	N	BARR	False	False	AP			
062166	N	FERA PHARMS	False	False	AP			
062167	N	PHARMADERM	False	False	AP			
062169	N	BARR	False	False	AP			
062170	N	KING PHARMS	False	False	AP			
062171	N	OPTOPICS	False	False	AP			
062173	N	ROXANE	False	False	AP			
062175	N	WARNER CHILCOTT	False	False	AP			
062176	N	WATSON LABS	False	False	AP			
062177	N	DISTA	False	False	AP			
062178	N	WYETH AYERST	False	False	AP			
062186	N	PERRIGO NEW YORK	False	False	AP			
062196	N	FALCON PHARMS	False	False	AP			
062198	N	PHARMACIA AND UPJOHN	False	False	AP			
062200	N	ALPHARMA US PHARMS	False	False	AP			
062205	N	CEPH INTL	False	False	AP			
062206	N	FACTA FARMA	False	False	AP			
062208	N	LEDERLE	False	False	AP			
062212	N	GLAXOSMITHKLINE	False	False	AP			
062216	N	GLAXOSMITHKLINE	False	False	AP			
062222	N	TEVA	False	False	AP			
062223	N	GLAXOSMITHKLINE	False	False	AP			
062225	N	PERRIGO NEW YORK	False	False	AP			
062226	N	GLAXOSMITHKLINE	False	False	AP			
062231	N	PARKE DAVIS	False	False	AP			
062233	N	GLAXOSMITHKLINE	False	False	AP			
062237	N	IVAX SUB TEVA PHARMS	False	False	AP			
062238	N	GLAXOSMITHKLINE	False	False	AP			
062240	N	TEVA	False	False	AP			
062241	N	GLAXOSMITHKLINE	False	False	AP			
062247	N	IVAX SUB TEVA PHARMS	False	False	AP			
062248	N	PHARMACIA AND UPJOHN	False	False	AP			
062251	N	BAXTER HLTHCARE	False	False	AP			
062252	N	TEVA	False	False	AP			
062256	N	BARR	False	False	AP			
062264	N	WYETH AYERST	False	False	AP			
062268	N	TEVA	False	False	AP			
062269	N	TRUXTON INC	False	False	AP			
062270	N	GLAXOSMITHKLINE	False	False	AP			
062273	N	GLAXOSMITHKLINE	False	False	AP			
062278	N	GRUPPO LEPETIT	False	False	AP			
062279	N	ORTHONEUTROGENA	False	False	AP			
062280	N	PERRIGO NEW YORK	False	False	AP			
062286	N	TEVA	False	False	AP			
062288	N	BRISTOL	False	False	AP			
062289	N	KING PHARMS	False	False	AP			
062290	N	ARBOR PHARMS INC	False	False	AP			
062291	N	SANDOZ	False	False	AP			
062297	N	APOTHECON	False	False	AP			
062298	N	ARBOR PHARMS INC	False	False	AP			
062300	N	WARNER CHILCOTT	False	False	AP			
062301	N	PARKE DAVIS	False	False	AP			
062302	N	SCHERING	False	False	AP			
062303	N	SANOFI AVENTIS US	False	False	AP			
062304	N	ARBOR PHARMS INC	False	False	AP			
062305	N	ROSS LABS	False	False	AP			
062306	N	ROSS LABS	False	False	AP			
062307	N	PERRIGO NEW YORK	False	False	AP			
062310	N	KING PFIZER	False	False	AP			
062311	N	APOTHECON	False	False	AP			
062318	N	WATSON LABS	False	False	AP			
062321	N	GLAXOSMITHKLINE	False	False	AP			
062322	N	WARNER CHILCOTT	False	False	AP			
062323	N	APOTHECON	False	False	AP			
062324	N	BAXTER HLTHCARE	False	False	AP			
062325	N	INTL MEDICATION	False	False	AP			
062326	N	ALPHARMA US PHARMS	False	False	AP			
062327	N	ALPHARMA US PHARMS	False	False	AP			
062328	N	ALPHARMA US PHARMS	False	False	AP			
062332	N	WARNER CHILCOTT	False	False	AP			
062333	N	BAYER PHARMS	False	False	AP			
062334	N	APOTHECON	False	False	AP			
062336	N	BRISTOL MYERS	False	False	AP			
062337	N	MYLAN	False	False	AP			
062338	N	WARNER CHILCOTT	False	False	AP			
062339	N	ALCON	False	False	AP			
062340	N	PHARM SPEC	False	False	AP			
062341	N	ALCON	False	False	AP			
062342	N	ALPHARMA US PHARMS	False	False	AP			
062343	N	WATSON LABS	False	False	AP			
062347	N	TARO	False	False	AP			
062349	N	ACTAVIS MID ATLANTIC	False	False	AP			
062351	N	PERRIGO NEW YORK	False	False	AP			
062353	N	ALPHARMA US PHARMS	False	False	AP			
062354	N	KALAPHARM	False	False	AP			
062356	N	APP PHARMS	False	False	AP			
062362	N	LIFE LABS	False	False	AP			
062363	N	PHARMACIA AND UPJOHN	False	False	AP			
062364	N	TARO	False	False	AP			
062365	N	APP PHARMS	False	False	AP			
062366	N	APP PHARMS	False	False	AP			
062367	N	ACTAVIS MID ATLANTIC	False	False	AP			
062372	N	BAYER PHARMS	False	False	AP			
062373	N	BAXTER HLTHCARE	False	False	AP			
062376	N	BRISTOL	False	False	AP			
062378	N	BRISTOL	False	False	AP			
062381	N	PHARMAFAIR	False	False	AP			
062383	N	PHARMAFAIR	False	False	AP			
062386	N	PHARMAFAIR	False	False	AP			
062387	N	ALPHARMA US PHARMS	False	False	AP			
062388	N	BAYER PHARMS	False	False	AP			
062389	N	PHARMAFAIR	False	False	AP			
062390	N	APOTHECON	False	False	AP			
062391	N	MUTUAL PHARM	False	False	AP			
062392	N	WATSON LABS	False	False	AP			
062394	N	PHARMAFAIR	False	False	AP			
062396	N	WEST WARD	False	False	AP			
062399	N	PHARMAFAIR	False	False	AP			
062402	N	WATSON LABS	False	False	AP			
062405	N	TARO PHARMS NORTH	False	False	AP			
062406	N	ELKINS SINN	False	False	AP			
062408	N	BRISTOL	False	False	AP			
062409	N	ALPHARMA US PHARMS	False	False	AP			
062411	N	PHARMAFAIR	False	False	AP			
062413	N	ABBOTT	False	False	AP			
062414	N	HOSPIRA	False	False	AP			
062417	N	BAYER PHARMS	False	False	AP			
062418	N	MUTUAL PHARM	False	False	AP			
062420	N	HOSPIRA	False	False	AP			
062421	N	WATSON LABS	False	False	AP			
062422	N	BAXTER HLTHCARE	False	False	AP			
062423	N	ALCON	False	False	AP			
062426	N	INTL MEDICATION	False	False	AP			
062427	N	TARO	False	False	AP			
062428	N	PHARMAFAIR	False	False	AP			
062430	N	PHARMAFAIR	False	False	AP			
062432	N	MYLAN	False	False	AP			
062434	N	PAR PHARM	False	False	AP			
062435	N	GLAXOSMITHKLINE	False	False	AP			
062436	N	WESTWOOD SQUIBB	False	False	AP			
062437	N	PHARMAFAIR	False	False	AP			
062438	N	WYETH AYERST	False	False	AP			
062439	N	PHARMAFAIR	False	False	AP			
062440	N	PHARMAFAIR	False	False	AP			
062442	N	PAR PHARM	False	False	AP			
062443	N	PHARMAFAIR	False	False	AP			
062444	N	PHARMAFAIR	False	False	AP			
062446	N	PHARMADERM	False	False	AP			
062447	N	FERA PHARMS	False	False	AP			
062450	N	BAXTER HLTHCARE	False	False	AP			
062452	N	ALLERGAN	False	False	AP			
062453	N	PHARMAFAIR	False	False	AP			
062455	N	PADDOCK LLC	False	False	AP			
062456	N	PADDOCK LLC	False	False	AP			
062457	N	TARO	False	False	AP			
062458	N	PHARMAFAIR	False	False	AP			
062459	N	FOUGERA	False	False	AP			
062460	N	PHARMADERM	False	False	AP			
062462	N	HEATHER	False	False	AP			
062463	N	HEATHER	False	False	AP			
062464	N	BRISTOL	False	False	AP			
062466	N	INTL MEDICATION	False	False	AP			
062467	N	SYOSSET	False	False	AP			
062468	N	BIOGLAN PHARMA	False	False	AP			
062469	N	SUPERPHARM	False	False	AP			
062471	N	ALPHARMA US PHARMS	False	False	AP			
062472	N	PERRIGO NEW YORK	False	False	AP			
062474	N	HERITAGE PHARMS INC	False	False	AP			
062475	N	APP PHARMS	False	False	AP			
062476	N	VIROPHARMA	False	False	AP			
062477	N	TARO	False	False	AP			
062479	N	RANBAXY	False	False	AP			
062480	N	NOVARTIS	False	False	AP			
062481	N	PHARMAFAIR	False	False	AP			
062483	N	ORTHONEUTROGENA	False	False	AP			
062485	N	PHARMAFAIR	False	False	AP			
062488	N	ALCON UNIVERSAL	False	False	AP			
062489	N	BARLAN	False	False	AP			
062493	N	PHARMAFAIR	False	False	AP			
062494	N	SUPERPHARM	False	False	AP			
062496	N	ALPHARMA US PHARMS	False	False	AP			
062497	N	TEVA	False	False	AP			
062499	N	COMBE	False	False	AP			
062500	N	IVAX SUB TEVA PHARMS	False	False	AP			
062501	N	NOVARTIS	False	False	AP			
062502	N	TEVA	False	False	AP			
062504	N	ABRAXIS PHARM	False	False	AP			
062505	N	IVAX SUB TEVA PHARMS	False	False	AP			
062506	N	TEVA	False	False	AP			
062507	N	SOLOPAK	False	False	AP			
062508	N	MERZ PHARMS	False	False	AP			
062509	N	QUANTUM PHARMICS	False	False	AP			
062510	N	ROCHE	False	False	AP			
062512	N	WOCKHARDT	False	False	AP			
062517	N	FOUGERA	False	False	AP			
062518	N	PHARMADERM	False	False	AP			
062519	N	SAVAGE LABS	False	False	AP			
062520	N	WATSON LABS	False	False	AP			
062521	N	WATSON LABS	False	False	AP			
062522	N	DOW PHARM SCIENCES	False	False	AP			
062523	N	ALCON UNIVERSAL	False	False	AP			
062524	N	USL PHARMA	False	False	AP			
062525	N	QUANTUM PHARMICS	False	False	AP			
062527	N	SANDOZ	False	False	AP			
062528	N	LABS ATRAL	False	False	AP			
062530	N	PHARMADERM	False	False	AP			
062531	N	FOUGERA	False	False	AP			
062533	N	FOUGERA	False	False	AP			
062534	N	PHARMADERM	False	False	AP			
062535	N	ALCON	False	False	AP			
062538	N	VINTAGE PHARMS	False	False	AP			
062539	N	PHARMAFAIR	False	False	AP			
062540	N	SUPERPHARM	False	False	AP			
062541	N	PHARMAFAIR	False	False	AP			
062544	N	NOVARTIS	False	False	AP			
062546	N	PARKE DAVIS	False	False	AP			
062547	N	ABBOTT	False	False	AP			
062548	N	ABBOTT	False	False	AP			
062549	N	LILLY	False	False	AP			
062557	N	LILLY	False	False	AP			
062558	N	PHARMAFAIR	False	False	AP			
062559	N	PHARMAFAIR	False	False	AP			
062560	N	LILLY	False	False	AP			
062562	N	APOTHECON	False	False	AP			
062563	N	ELKINS SINN	False	False	AP			
062564	N	APOTHECON	False	False	AP			
062565	N	LILLY	False	False	AP			
062566	N	NOVARTIS	False	False	AP			
062569	N	BEDFORD	False	False	AP			
062571	N	ALPHARMA US PHARMS	False	False	AP			
062579	N	APOTHECON	False	False	AP			
062581	N	TEVA	False	False	AP			
062586	N	ABBOTT	False	False	AP			
062588	N	HOSPIRA	False	False	AP			
062590	N	LILLY	False	False	AP			
062591	N	ACS DOBFAR	False	False	AP			
062592	N	LILLY	False	False	AP			
062593	N	WARNER CHILCOTT	False	False	AP			
062594	N	WARNER CHILCOTT	False	False	AP			
062595	N	PHARMADERM	False	False	AP			
062596	N	PHARMADERM	False	False	AP			
062597	N	SAVAGE LABS	False	False	AP			
062598	N	SAVAGE LABS	False	False	AP			
062599	N	FOUGERA	False	False	AP			
062600	N	FOUGERA	False	False	AP			
062601	N	SAVAGE LABS	False	False	AP			
062602	N	FOUGERA	False	False	AP			
062603	N	PHARMADERM	False	False	AP			
062604	N	ABRAXIS PHARM	False	False	AP			
062605	N	SOLOPAK	False	False	AP			
062606	N	APOTHECON	False	False	AP			
062607	N	PHARMADERM	False	False	AP			
062608	N	FOUGERA	False	False	AP			
062609	N	SAVAGE LABS	False	False	AP			
062612	N	HOSPIRA	False	False	AP			
062613	N	PADDOCK LLC	False	False	AP			
062615	N	ODYSSEY PHARMS	False	False	AP			
062616	N	PHARMAFAIR	False	False	AP			
062617	N	PHARMAFAIR	False	False	AP			
062618	N	PARKE DAVIS	False	False	AP			
062623	N	PHARMAFAIR	False	False	AP			
062628	N	ALCON	False	False	AP			
062631	N	PVT FORM	False	False	AP			
062634	N	INTL MEDICATION	False	False	AP			
062635	N	AKORN	False	False	AP			
062638	N	HOSPIRA	False	False	AP			
062640	N	ACS DOBFAR	False	False	AP			
062642	N	QUAD PHARMS	False	False	AP			
062643	N	QUAD PHARMS	False	False	AP			
062644	N	PHARMACIA AND UPJOHN	False	False	AP			
062645	N	PLIVA	False	False	AP			
062646	N	PLIVA	False	False	AP			
062648	N	PARKE DAVIS	False	False	AP			
062653	N	WARNER CHILCOTT	False	False	AP			
062654	N	HOFFMANN LA ROCHE	False	False	AP			
062655	N	LILLY	False	False	AP			
062656	N	PHARMAFAIR	False	False	AP			
062657	N	PHARMAFAIR	False	False	AP			
062659	N	SANOFI AVENTIS US	False	False	AP			
062660	N	QUAD PHARMS	False	False	AP			
062662	N	HOSPIRA	False	False	AP			
062663	N	APP PHARMS	False	False	AP			
062664	N	WATSON LABS	False	False	AP			
062666	N	ABRAXIS PHARM	False	False	AP			
062668	N	PHARMAFAIR	False	False	AP			
062669	N	PHARMAFAIR	False	False	AP			
062670	N	TEVA	False	False	AP			
062672	N	PHARMAFAIR	False	False	AP			
062674	N	NASKA	False	False	AP			
062675	N	MUTUAL PHARM	False	False	AP			
062676	N	MUTUAL PHARM	False	False	AP			
062677	N	MUTUAL PHARM	False	False	AP			
062682	N	BAXTER HLTHCARE	False	False	AP			
062683	N	TEVA	False	False	AP			
062686	N	PVT FORM	False	False	AP			
062687	N	PADDOCK LLC	False	False	AP			
062688	N	ABRAXIS PHARM	False	False	AP			
062690	N	GLAXOSMITHKLINE	False	False	AP			
062691	N	GLAXOSMITHKLINE	False	False	AP			
062692	N	BAXTER HLTHCARE	False	False	AP			
062693	N	TEVA	False	False	AP			
062695	N	TEVA	False	False	AP			
062696	N	QUAD PHARMS	False	False	AP			
062697	N	BAYER PHARMS	False	False	AP			
062698	N	TEVA	False	False	AP			
062702	N	TEVA	False	False	AP			
062703	N	TEVA	False	False	AP			
062707	N	LILLY	False	False	AP			
062711	N	ELKINS SINN	False	False	AP			
062713	N	BELCHER PHARMS	False	False	AP			
062714	N	ALCON UNIVERSAL	False	False	AP			
062716	N	VIROPHARMA	False	False	AP			
062717	N	WYETH AYERST	False	False	AP			
062718	N	WYETH AYERST	False	False	AP			
062719	N	IBI	False	False	AP			
062720	N	BAXTER HLTHCARE	False	False	AP			
062721	N	ALCON UNIVERSAL	False	False	AP			
062723	N	ABRAXIS PHARM	False	False	AP			
062724	N	APOTHECON	False	False	AP			
062726	N	APOTHECON	False	False	AP			
062727	N	GLAXOSMITHKLINE	False	False	AP			
062728	N	ABRAXIS PHARM	False	False	AP			
062730	N	BAXTER HLTHCARE	False	False	AP			
062731	N	ALPHARMA US PHARMS	False	False	AP			
062732	N	SANDOZ	False	False	AP			
062733	N	ACTAVIS MID ATLANTIC	False	False	AP			
062736	N	GLAXOSMITHKLINE	False	False	AP			
062737	N	SANDOZ	False	False	AP			
062738	N	SANDOZ	False	False	AP			
062739	N	LILLY	False	False	AP			
062745	N	LILLY	False	False	AP			
062746	N	ARBOR PHARMS INC	False	False	AP			
062747	N	ABRAXIS PHARM	False	False	AP			
062748	N	WESTWOOD SQUIBB	False	False	AP			
062750	N	WYETH PHARMS INC	False	False	AP			
062751	N	IVAX SUB TEVA PHARMS	False	False	AP			
062752	N	LABS ATRAL	False	False	AP			
062755	N	GLAXOSMITHKLINE	False	False	AP			
062756	N	MERCK	False	False	AP			
062757	N	BIONICHE PHARMA	False	False	AP			
062758	N	ALRA	False	False	AP			
062759	N	BARR	False	False	AP			
062760	N	TEVA	False	False	AP			
062761	N	TEVA	False	False	AP			
062762	N	IVAX SUB TEVA PHARMS	False	False	AP			
062763	N	INTERPHARM	False	False	AP			
062764	N	INTERPHARM	False	False	AP			
062766	N	IVAX SUB TEVA PHARMS	False	False	AP			
062767	N	TEVA	False	False	AP			
062768	N	TEVA	False	False	AP			
062772	N	HANFORD GC	False	False	AP			
062773	N	BARR	False	False	AP			
062774	N	IVAX SUB TEVA PHARMS	False	False	AP			
062775	N	BARR	False	False	AP			
062776	N	TEVA	False	False	AP			
062777	N	BARR	False	False	AP			
062778	N	BARR	False	False	AP			
062779	N	VITARINE	False	False	AP			
062781	N	VITARINE	False	False	AP			
062784	N	QUAD PHARMS	False	False	AP			
062788	N	WATSON LABS	False	False	AP			
062791	N	SUN PHARM INDS (IN)	False	False	AP			
062795	N	QUAD PHARMS	False	False	AP			
062797	N	INSTITUTO BIOCHEMICO	False	False	AP			
062798	N	IBI	False	False	AP			
062799	N	COMBE	False	False	AP			
062800	N	HOSPIRA	False	False	AP			
062801	N	HOSPIRA	False	False	AP			
062803	N	PHARMACIA AND UPJOHN	False	False	AP			
062806	N	BAXTER HLTHCARE	False	False	AP			
062807	N	ELKINS SINN	False	False	AP			
062809	N	PUREPAC PHARM	False	False	AP			
062811	N	ACTAVIS MID ATLANTIC	False	False	AP			
062812	N	VIROPHARMA	False	False	AP			
062813	N	VITARINE	False	False	AP			
062814	N	B BRAUN	False	False	AP			
062816	N	MARSAM PHARMS LLC	False	False	AP			
062818	N	IPHARM	False	False	AP			
062819	N	SOLOPAK	False	False	AP			
062821	N	TEVA	False	False	AP			
062822	N	MONARCH PHARMS	False	False	AP			
062823	N	TEVA	False	False	AP			
062825	N	WOCKHARDT	False	False	AP			
062826	N	BARR	False	False	AP			
062827	N	BARR	False	False	AP			
062831	N	SANDOZ	False	False	AP			
062832	N	ROXANE	False	False	AP			
062833	N	NASKA	False	False	AP			
062835	N	MORTON GROVE	False	False	AP			
062838	N	MUTUAL PHARM	False	False	AP			
062840	N	ACTAVIS MID ATLANTIC	False	False	AP			
062844	N	MARSAM PHARMS LLC	False	False	AP			
062845	N	QUAD PHARMS	False	False	AP			
